Restaurant Name,Category Name,Latitude,Longitude,Distance,Bike Station Lat,Bike Station Lon
Pizza e Pazzi,Pizzeria,43.677961,-79.443916,478,43.673939,-79.441159
California Sushi,Sushi Restaurant,43.677552,-79.445675,527,43.673939,-79.441159
Gem Bar & Grill,Bar,43.674514,-79.431903,743,43.673939,-79.441159
Boom Breakfast & Co,Diner,43.679143,-79.438493,607,43.673939,-79.441159
Nova Era Bakery,Bakery,43.670001,-79.437587,534,43.673939,-79.441159
La Paloma Gelateria & Cafe,Ice Cream Parlor,43.675998,-79.450805,818,43.673939,-79.441159
North Of Brooklyn Pizzeria,Pizzeria,43.669324,-79.439163,518,43.673939,-79.441159
Frank's Pizza House,Pizzeria,43.676786,-79.449247,700,43.673939,-79.441159
Pizza Pizza,Pizzeria,43.679718,-79.436012,766,43.673939,-79.441159
Harvey's,Restaurant,43.673867,-79.44078,38,43.673939,-79.441159
Corso Italia,Restaurant,43.677761,-79.442808,448,43.673939,-79.441159
Definitely Yours,Restaurant,43.677847,-79.442401,450,43.673939,-79.441159
La Morena,Mexican Restaurant,43.677675,-79.443216,455,43.673939,-79.441159
Kaito Sushi,Sushi Restaurant,43.677241,-79.444549,475,43.673939,-79.441159
Billyard Insurance Group - St. Clair,Insurance Agency,43.677848,-79.444694,504,43.673939,-79.441159
Cano Restaurant,Mediterranean Restaurant,43.6787,-79.440714,504,43.673939,-79.441159
Atomic 10,Restaurant,43.678396,-79.439496,504,43.673939,-79.441159
Uai Pizzeria & Restaurant,Pizzeria,43.677373,-79.446582,570,43.673939,-79.441159
Newport Fish & Seafood,Seafood Restaurant,43.669767,-79.436942,576,43.673939,-79.441159
Mofer Coffee,Café,43.679096,-79.43914,600,43.673939,-79.441159
Geary Market,Deli,43.669894,-79.43598,605,43.673939,-79.441159
Gaucho Pie Co,Empanada Restaurant,43.670824,-79.434773,615,43.673939,-79.441159
El Sazon Mexicano,Mexican Restaurant,43.677168,-79.447859,626,43.673939,-79.441159
Good Behaviour,Ice Cream Parlor,43.670661,-79.4347,654,43.673939,-79.441159
Barista & Chef,Restaurant,43.679394,-79.437363,661,43.673939,-79.441159
Itacate,Fast Food Restaurant,43.679467,-79.437141,688,43.673939,-79.441159
Futura Granita + Gelato,Gelato Shop,43.679697,-79.436289,722,43.673939,-79.441159
Eden Trattoria,Italian Restaurant,43.676314,-79.449546,723,43.673939,-79.441159
Pho Lang Van,Vietnamese Restaurant,43.679704,-79.436197,741,43.673939,-79.441159
Century Park Tavern,Pub,43.669582,-79.448698,767,43.673939,-79.441159
Ti Carlos,Karaoke Bar,43.676528,-79.450469,771,43.673939,-79.441159
Total Cleanse,Juice Bar,43.66945,-79.432822,834,43.673939,-79.441159
Munay,Empanada Restaurant,43.679795,-79.433405,897,43.673939,-79.441159
McDonald's,Burger Joint,43.678113,-79.443379,490,43.673939,-79.441159
Hot Slice Pizza,Pizzeria,43.672834,-79.441082,122,43.673939,-79.441159
241 Pizza,Pizzeria,43.670984,-79.438727,382,43.673939,-79.441159
Rocky Bar Restaurant and Cafe,Bar,43.678349,-79.440143,496,43.673939,-79.441159
American Eclectic Burger,Fast Food Restaurant,43.669326,-79.441454,513,43.673939,-79.441159
La Marra Restaurant,Diner,43.679473,-79.437049,698,43.673939,-79.441159
M & M Food Market,Restaurant,43.667489,-79.442001,719,43.673939,-79.441159
La Baba Restaurant,Restaurant,43.679718,-79.436012,763,43.673939,-79.441159
Cinco de Mayo,Mexican Restaurant,43.675887,-79.450787,803,43.673939,-79.441159
Eds Real Scoop,Ice Cream Parlor,43.660768,-79.342027,334,43.657991,-79.340075
Te Aro,Coffee Shop,43.661309,-79.338419,394,43.657991,-79.340075
Reliable Halibut & Chips,Fish and Chips Shop,43.660945,-79.34112,327,43.657991,-79.340075
Tabule,Middle Eastern Restaurant,43.659775,-79.346452,539,43.657991,-79.340075
Bobbette & Belle,Bakery,43.662013,-79.334884,630,43.657991,-79.340075
La Carnita,Taco Restaurant,43.659597,-79.347359,613,43.657991,-79.340075
Bonjour Brioche,Bakery,43.65984,-79.346323,534,43.657991,-79.340075
Eastside Social,Comfort Food Restaurant,43.661432,-79.339047,373,43.657991,-79.340075
Purple Penguin Cafe,Café,43.660474,-79.342215,324,43.657991,-79.340075
White Lily Diner,Diner,43.658748,-79.351339,887,43.657991,-79.340075
Mercury Espresso Bar,Lounge,43.660645,-79.3414,326,43.657991,-79.340075
Descendant Detroit Style Pizza,Pizzeria,43.662924,-79.332362,817,43.657991,-79.340075
Ascari Enoteca,Italian Restaurant,43.661973,-79.335438,584,43.657991,-79.340075
The Comrade,Lounge,43.659433,-79.348081,649,43.657991,-79.340075
Tango Palace Coffee Co,Café,43.662602,-79.333714,719,43.657991,-79.340075
Hi-Lo Bar,Dive Bar,43.6591,-79.348029,655,43.657991,-79.340075
St John's Bakery,Bakery,43.660455,-79.350254,854,43.657991,-79.340075
Hanoi 3 Seasons,Vietnamese Restaurant,43.662157,-79.334439,643,43.657991,-79.340075
Radical Road Brewing Co,Brewery,43.662519,-79.332532,799,43.657991,-79.340075
Eastbound Brewing Co,Bar,43.659005,-79.350118,825,43.657991,-79.340075
Gio Rana's Really Really Nice Restaurant,Italian Restaurant,43.663345,-79.330418,979,43.657991,-79.340075
Dundas & Carlaw,Wine Bar,43.664498,-79.341683,749,43.657991,-79.340075
Avling,Bar,43.661655,-79.338287,422,43.657991,-79.340075
Prohibition Gastrohouse,Bar,43.658867,-79.35047,828,43.657991,-79.340075
Fruitful Market,"Cafe, Coffee, and Tea House",43.664427,-79.34111,728,43.657991,-79.340075
Goods and Provisions,Diner,43.662267,-79.335251,613,43.657991,-79.340075
Subway,Sandwich Spot,43.664368,-79.341148,729,43.657991,-79.340075
The Roy Public House,Bar,43.660524,-79.343064,360,43.657991,-79.340075
Brickworks Ciderhouse,Bar,43.658816,-79.34962,789,43.657991,-79.340075
Gare de l'Est,French Restaurant,43.665197,-79.341326,788,43.657991,-79.340075
Saulter Street Brewery,Bar,43.658488,-79.346389,510,43.657991,-79.340075
Tim Hortons,"Cafe, Coffee, and Tea House",43.654244,-79.337535,458,43.657991,-79.340075
A&W Restaurant,American Restaurant,43.660139,-79.342957,323,43.657991,-79.340075
My Roti Place,Fast Food Restaurant,43.660932,-79.341305,338,43.657991,-79.340075
Juzz Sushi,Sushi Restaurant,43.660754,-79.342212,345,43.657991,-79.340075
Frankie's Italian,Italian Restaurant,43.660524,-79.343064,362,43.657991,-79.340075
Plant Lyfe,Vegan and Vegetarian Restaurant,43.661309,-79.338419,394,43.657991,-79.340075
TuckShop Kitchen Leslieville,Sandwich Spot,43.661628,-79.338657,415,43.657991,-79.340075
McQueen's Pub,Bar,43.661329,-79.338142,420,43.657991,-79.340075
Slowhand Sourdough Pizza,Pizzeria,43.662088,-79.337684,500,43.657991,-79.340075
Coach House Shortbread Co,Bakery,43.663219,-79.340732,507,43.657991,-79.340075
Wendy's,Fast Food Restaurant,43.659631,-79.329011,902,43.657991,-79.340075
Chez Nous Wine Bar,Wine Bar,43.659624,-79.34699,578,43.657991,-79.340075
Slayer Burger,Burger Joint,43.659021,-79.348343,685,43.657991,-79.340075
The Opera House Grill,Burger Joint,43.659268,-79.348803,701,43.657991,-79.340075
Queen's Head Pub,Pub,43.663332,-79.330603,954,43.657991,-79.340075
The Hub Cafe,Café,43.66407,-79.343719,733,43.657991,-79.340075
Indian Spice Room,Indian Restaurant,43.658791,-79.349195,758,43.657991,-79.340075
Urban House,Bar,43.659104,-79.349526,776,43.657991,-79.340075
Lob Toronto,Sports Bar,43.657986,-79.350237,827,43.657991,-79.340075
Blondies Pizza,Pizzeria,43.666892,-79.330277,100,43.66745,-79.329408
Hasting Snack Bar,Lounge,43.663791,-79.328899,418,43.66745,-79.329408
The Sidekick,Coffee Shop,43.664574,-79.325048,474,43.66745,-79.329408
Maha's Fine Egyptian Cuisine,Egyptian Restaurant,43.671682,-79.328462,484,43.66745,-79.329408
Descendant Detroit Style Pizza,Pizzeria,43.662924,-79.332362,569,43.66745,-79.329408
Pinkerton's Snack Bar,Cocktail Bar,43.669017,-79.337394,655,43.66745,-79.329408
Le Conciliabule,Bistro,43.671324,-79.32719,456,43.66745,-79.329408
Bobbette & Belle,Bakery,43.662013,-79.334884,727,43.66745,-79.329408
Triple a Bar,BBQ Joint,43.66368,-79.328881,417,43.66745,-79.329408
Maple Leaf Tavern,Cocktail Bar,43.668171,-79.339786,863,43.66745,-79.329408
Udupi Palace,Indian Restaurant,43.672665,-79.321041,860,43.66745,-79.329408
Radical Road Brewing Co,Brewery,43.662519,-79.332532,590,43.66745,-79.329408
Rorschach Brewing,Brewery,43.663372,-79.319902,878,43.66745,-79.329408
Gio Rana's Really Really Nice Restaurant,Italian Restaurant,43.663345,-79.330418,461,43.66745,-79.329408
Lahore Tikka House,Indian Restaurant,43.671511,-79.3246,602,43.66745,-79.329408
Tango Palace Coffee Co,Café,43.662602,-79.333714,646,43.66745,-79.329408
Te Aro,Coffee Shop,43.661309,-79.338419,999,43.66745,-79.329408
Ascari Enoteca,Italian Restaurant,43.661973,-79.335438,771,43.66745,-79.329408
Godspeed Brewery,Bar,43.672563,-79.319341,985,43.66745,-79.329408
Hanoi 3 Seasons,Vietnamese Restaurant,43.662157,-79.334439,716,43.66745,-79.329408
Dineen Outpost,Café,43.669109,-79.336894,611,43.66745,-79.329408
Poor Romeo,Bar,43.668645,-79.337102,640,43.66745,-79.329408
La Cubana,Cuban Restaurant,43.669037,-79.337117,645,43.66745,-79.329408
Chick-N-Joy,Diner,43.665121,-79.321347,691,43.66745,-79.329408
Chula Taberna Mexicana,Mexican Restaurant,43.669339,-79.336042,558,43.66745,-79.329408
Fruitful Market,"Cafe, Coffee, and Tea House",43.664427,-79.34111,1022,43.66745,-79.329408
Lazy Daisy's Cafe,Burger Joint,43.672661,-79.319544,998,43.66745,-79.329408
Eulalie's Corner Store,Bar,43.672514,-79.321578,826,43.66745,-79.329408
Goods and Provisions,Diner,43.662267,-79.335251,743,43.66745,-79.329408
Avling,Bar,43.661655,-79.338287,961,43.66745,-79.329408
Gare de l'Est,French Restaurant,43.665197,-79.341326,999,43.66745,-79.329408
Pizza Pizza,Pizzeria,43.671016,-79.328357,403,43.66745,-79.329408
Popeye's Louisiana Kitchen,Fast Food Restaurant,43.668557,-79.339099,775,43.66745,-79.329408
Queen's Head Pub,Pub,43.663332,-79.330603,484,43.66745,-79.329408
McDonald's,Burger Joint,43.668523,-79.340356,884,43.66745,-79.329408
Pizza Pizza,Pizzeria,43.669164,-79.33536,533,43.66745,-79.329408
Lloyd's on Queen,Bar,43.663831,-79.328344,417,43.66745,-79.329408
Jules Bistro,French Restaurant,43.663766,-79.328474,421,43.66745,-79.329408
The Burren Pub,Pub,43.663525,-79.327922,432,43.66745,-79.329408
My Little Dumplings,Chinese Restaurant,43.66454,-79.32551,442,43.66745,-79.329408
It's the Icing on the Cake,Bakery,43.663568,-79.329659,445,43.66745,-79.329408
Wendy's,Fast Food Restaurant,43.659631,-79.329011,874,43.66745,-79.329408
Maru Japanese Bistro,Japanese Restaurant,43.664804,-79.324196,519,43.66745,-79.329408
Nodo Leslieville,Italian Restaurant,43.663147,-79.331603,519,43.66745,-79.329408
The Social Gardener,Coffee Shop,43.67168,-79.325375,536,43.66745,-79.329408
Kabul Kabab House,Diner,43.671601,-79.32569,556,43.66745,-79.329408
Vatican Gift Shop,Speakeasy,43.668941,-79.336119,572,43.66745,-79.329408
Lil Joe Cucina,Italian Restaurant,43.669287,-79.335987,575,43.66745,-79.329408
Leni Poki,Poke Restaurant,43.669096,-79.337079,640,43.66745,-79.329408
Ruyi Chinese Restaurant,Chinese Restaurant,43.668763,-79.337027,646,43.66745,-79.329408
Pinkerton's Snack Bar,Cocktail Bar,43.669017,-79.337394,402,43.672453,-79.338259
Maple Leaf Tavern,Cocktail Bar,43.668171,-79.339786,487,43.672453,-79.338259
The Real Jerk Restaurant,Caribbean Restaurant,43.667754,-79.343227,640,43.672453,-79.338259
Riverdale Perk,Café,43.671322,-79.346691,702,43.672453,-79.338259
Maha's Fine Egyptian Cuisine,Egyptian Restaurant,43.671682,-79.328462,792,43.672453,-79.338259
Batifole Restaurant,French Restaurant,43.666736,-79.347228,969,43.672453,-79.338259
The Only Cafe,Beer Bar,43.680441,-79.337798,884,43.672453,-79.338259
Wynona,Bistro,43.666975,-79.344694,792,43.672453,-79.338259
Athens Restaurant,Greek Restaurant,43.679022,-79.343467,862,43.672453,-79.338259
Dineen Outpost,Café,43.669109,-79.336894,394,43.672453,-79.338259
The Shmooz,Café,43.6752,-79.343517,511,43.672453,-79.338259
Poor Romeo,Bar,43.668645,-79.337102,415,43.672453,-79.338259
Blondies Pizza,Pizzeria,43.666892,-79.330277,875,43.672453,-79.338259
Le Conciliabule,Bistro,43.671324,-79.32719,910,43.672453,-79.338259
Square-Boy Drive-In,Burger Joint,43.679818,-79.339431,839,43.672453,-79.338259
Chula Taberna Mexicana,Mexican Restaurant,43.669339,-79.336042,404,43.672453,-79.338259
The Olde Eton House,Pub,43.679427,-79.343298,865,43.672453,-79.338259
Souv Like,Souvlaki Shop,43.679502,-79.345368,907,43.672453,-79.338259
Subway,Sandwich Spot,43.664368,-79.341148,914,43.672453,-79.338259
Gare de l'Est,French Restaurant,43.665197,-79.341326,862,43.672453,-79.338259
A&W Restaurant,American Restaurant,43.679268,-79.344723,905,43.672453,-79.338259
Subway,Deli,43.678837,-79.344467,867,43.672453,-79.338259
McDonald's,Burger Joint,43.668523,-79.340356,473,43.672453,-79.338259
Pizza Pizza,Pizzeria,43.671016,-79.328357,833,43.672453,-79.338259
Pizza Pizza,Pizzeria,43.669164,-79.33536,420,43.672453,-79.338259
Tim Hortons,"Cafe, Coffee, and Tea House",43.679986,-79.344883,989,43.672453,-79.338259
Gardel,Latin American Restaurant,43.669011,-79.337487,401,43.672453,-79.338259
Ruyi Chinese Restaurant,Chinese Restaurant,43.668763,-79.337027,408,43.672453,-79.338259
Vatican Gift Shop,Speakeasy,43.668941,-79.336119,417,43.672453,-79.338259
Tim Hortons,"Cafe, Coffee, and Tea House",43.668557,-79.339099,442,43.672453,-79.338259
Maker Pizza,Pizzeria,43.665724,-79.342578,768,43.672453,-79.338259
Healthy Planet,Arts and Entertainment,43.678637,-79.347242,987,43.672453,-79.338259
Gabby's,Pub,43.679173,-79.34293,848,43.672453,-79.338259
Bar Hop Session,Beer Bar,43.678877,-79.343912,859,43.672453,-79.338259
Galata Kebab House,Turkish Restaurant,43.680453,-79.338408,878,43.672453,-79.338259
Sinaloa Factory,Sushi Restaurant,43.678153,-79.347727,985,43.672453,-79.338259
Rivals Sports Pub,Sports Bar,43.678369,-79.347059,994,43.672453,-79.338259
Polly Anna,Restaurant,43.669326,-79.336227,383,43.672453,-79.338259
Pollyanna,Restaurant,43.669287,-79.335987,396,43.672453,-79.338259
Great Steak,Steakhouse,43.668747,-79.338801,414,43.672453,-79.338259
Nakayoshi Izakaya,Restaurant,43.679796,-79.341298,851,43.672453,-79.338259
Pizza Hut,Pizzeria,43.680084,-79.340408,865,43.672453,-79.338259
Romeo Lounge,Lounge,43.678986,-79.34552,931,43.672453,-79.338259
Strofes Live,Bar,43.679031,-79.345667,942,43.672453,-79.338259
Bobbette & Belle,Bakery,43.662013,-79.334884,333,43.6592088,-79.3348396
Te Aro,Coffee Shop,43.661309,-79.338419,384,43.6592088,-79.3348396
Descendant Detroit Style Pizza,Pizzeria,43.662924,-79.332362,445,43.6592088,-79.3348396
Eds Real Scoop,Ice Cream Parlor,43.660768,-79.342027,599,43.6592088,-79.3348396
Ascari Enoteca,Italian Restaurant,43.661973,-79.335438,320,43.6592088,-79.3348396
Hasting Snack Bar,Lounge,43.663791,-79.328899,685,43.6592088,-79.3348396
Tango Palace Coffee Co,Café,43.662602,-79.333714,380,43.6592088,-79.3348396
Radical Road Brewing Co,Brewery,43.662519,-79.332532,424,43.6592088,-79.3348396
Hanoi 3 Seasons,Vietnamese Restaurant,43.662157,-79.334439,332,43.6592088,-79.3348396
Reliable Halibut & Chips,Fish and Chips Shop,43.660945,-79.34112,524,43.6592088,-79.3348396
The Sidekick,Coffee Shop,43.664574,-79.325048,974,43.6592088,-79.3348396
Eastside Social,Comfort Food Restaurant,43.661432,-79.339047,416,43.6592088,-79.3348396
Tabule,Middle Eastern Restaurant,43.659775,-79.346452,926,43.6592088,-79.3348396
Gio Rana's Really Really Nice Restaurant,Italian Restaurant,43.663345,-79.330418,582,43.6592088,-79.3348396
Triple a Bar,BBQ Joint,43.66368,-79.328881,677,43.6592088,-79.3348396
Mercury Espresso Bar,Lounge,43.660645,-79.3414,544,43.6592088,-79.3348396
District 28 Bar Bistro,Bar,43.655206,-79.340539,644,43.6592088,-79.3348396
Blondies Pizza,Pizzeria,43.666892,-79.330277,930,43.6592088,-79.3348396
Purple Penguin Cafe,Café,43.660474,-79.342215,614,43.6592088,-79.3348396
Bonjour Brioche,Bakery,43.65984,-79.346323,920,43.6592088,-79.3348396
Chino Locos,Chinese Restaurant,43.664482,-79.325548,958,43.6592088,-79.3348396
Avling,Bar,43.661655,-79.338287,367,43.6592088,-79.3348396
Dundas & Carlaw,Wine Bar,43.664498,-79.341683,813,43.6592088,-79.3348396
Goods and Provisions,Diner,43.662267,-79.335251,334,43.6592088,-79.3348396
Fruitful Market,"Cafe, Coffee, and Tea House",43.664427,-79.34111,789,43.6592088,-79.3348396
Subway,Sandwich Spot,43.664368,-79.341148,778,43.6592088,-79.3348396
Gare de l'Est,French Restaurant,43.665197,-79.341326,832,43.6592088,-79.3348396
The Roy Public House,Bar,43.660524,-79.343064,669,43.6592088,-79.3348396
Saulter Street Brewery,Bar,43.658488,-79.346389,932,43.6592088,-79.3348396
Wendy's,Fast Food Restaurant,43.659631,-79.329011,466,43.6592088,-79.3348396
Tim Hortons,"Cafe, Coffee, and Tea House",43.654244,-79.337535,574,43.6592088,-79.3348396
McQueen's Pub,Bar,43.661329,-79.338142,362,43.6592088,-79.3348396
Queen's Head Pub,Pub,43.663332,-79.330603,556,43.6592088,-79.3348396
Plant Lyfe,Vegan and Vegetarian Restaurant,43.661309,-79.338419,384,43.6592088,-79.3348396
HKBC,Restaurant,43.661766,-79.338305,388,43.6592088,-79.3348396
TuckShop Kitchen Leslieville,Sandwich Spot,43.661628,-79.338657,396,43.6592088,-79.3348396
Slowhand Sourdough Pizza,Pizzeria,43.662088,-79.337684,401,43.6592088,-79.3348396
Belly Buster Submarines,Sandwich Spot,43.662976,-79.332417,450,43.6592088,-79.3348396
Nodo Leslieville,Italian Restaurant,43.663147,-79.331603,500,43.6592088,-79.3348396
My Roti Place,Fast Food Restaurant,43.660932,-79.341305,540,43.6592088,-79.3348396
Juzz Sushi,Sushi Restaurant,43.660754,-79.342212,620,43.6592088,-79.3348396
It's the Icing on the Cake,Bakery,43.663568,-79.329659,621,43.6592088,-79.3348396
Coach House Shortbread Co,Bakery,43.663219,-79.340732,622,43.6592088,-79.3348396
A&W Restaurant,American Restaurant,43.660139,-79.342957,644,43.6592088,-79.3348396
Frankie's Italian,Italian Restaurant,43.660524,-79.343064,677,43.6592088,-79.3348396
Jules Bistro,French Restaurant,43.663766,-79.328474,710,43.6592088,-79.3348396
Lloyd's on Queen,Bar,43.663831,-79.328344,731,43.6592088,-79.3348396
The Burren Pub,Pub,43.663525,-79.327922,736,43.6592088,-79.3348396
The Hub Cafe,Café,43.66407,-79.343719,900,43.6592088,-79.3348396
My Little Dumplings,Chinese Restaurant,43.66454,-79.32551,940,43.6592088,-79.3348396
Golden Pizza,Pizzeria,43.689495,-79.354717,49,43.689211,-79.35438
Danish Pastry Shop,Bakery,43.688284,-79.348163,498,43.689211,-79.35438
The Greek Grill,Greek Restaurant,43.693481,-79.350062,583,43.689211,-79.35438
The O'Connor Station,Restaurant,43.693508,-79.349692,607,43.689211,-79.35438
Goat Coffee Co,Café,43.684621,-79.346787,802,43.689211,-79.35438
Subway,Deli,43.68891,-79.348823,443,43.689211,-79.35438
Tzatziki,Greek Restaurant,43.683746,-79.346461,886,43.689211,-79.35438
Number One Chinese Restaurant,Chinese Restaurant,43.684595,-79.347157,790,43.689211,-79.35438
Burger King,Burger Joint,43.690197,-79.348887,456,43.689211,-79.35438
Greek Gastronomy,Greek Restaurant,43.689721,-79.356251,262,43.689211,-79.35438
Ho Ho BBQ,BBQ Joint,43.686465,-79.357793,389,43.689211,-79.35438
KFC,Fast Food Restaurant,43.684249,-79.346494,805,43.689211,-79.35438
Phyllo Cafe,Café,43.689237,-79.348969,441,43.689211,-79.35438
East York Restaurant,Diner,43.689002,-79.348323,458,43.689211,-79.35438
Pho Challenge,Vietnamese Restaurant,43.688721,-79.348325,486,43.689211,-79.35438
Chelsea’s,Filipino Restaurant,43.688617,-79.348215,490,43.689211,-79.35438
Shawarma Frenzy,Fast Food Restaurant,43.687983,-79.348442,504,43.689211,-79.35438
El Greco corner,Café,43.687657,-79.348297,522,43.689211,-79.35438
Bento Sushi,Restaurant,43.684887,-79.356326,526,43.689211,-79.35438
Magdello's Ultimate Grill,Diner,43.68886,-79.347178,567,43.689211,-79.35438
Big Jack's Burger Shops,Burger Joint,43.693985,-79.357863,576,43.689211,-79.35438
Pape Village,Greek Restaurant,43.686775,-79.348064,590,43.689211,-79.35438
La Grotta Pizzeria,Pizzeria,43.686861,-79.347656,596,43.689211,-79.35438
Burgers N' Fries,Burger Joint,43.686449,-79.347919,605,43.689211,-79.35438
Kings Drive in,Burger Joint,43.685398,-79.34691,729,43.689211,-79.35438
McDonald's,Burger Joint,43.689818,-79.348686,465,43.689211,-79.35438
Gianni's Pasta + Italian Sandwiches,Italian Restaurant,43.683805,-79.346424,866,43.689211,-79.35438
Hikari Sushi Bar,Sushi Restaurant,43.683916,-79.346441,884,43.689211,-79.35438
The Chocolate Pizza Shoppe,Pizzeria,43.689797,-79.353643,88,43.689211,-79.35438
El Greco,Coffee Shop,43.687702,-79.348445,505,43.689211,-79.35438
Pape Village Coffee,Restaurant,43.685934,-79.347276,677,43.689211,-79.35438
King's Park Souvlaki Place,Diner,43.685548,-79.347168,708,43.689211,-79.35438
Cosmos Cafe,"Cafe, Coffee, and Tea House",43.684203,-79.347142,804,43.689211,-79.35438
Steady's,Restaurant,43.683883,-79.346904,843,43.689211,-79.35438
Kasantra Coffee Shop,Coffee Shop,43.683831,-79.346849,850,43.689211,-79.35438
The Fifteen Group Inc,Restaurant,43.696134,-79.349875,850,43.689211,-79.35438
Macchiato Espresso Bar,Café,43.68372,-79.346831,860,43.689211,-79.35438
Omonia Coffee Shop,Café,43.683916,-79.346441,867,43.689211,-79.35438
Esto Cafe,Restaurant,43.681801,-79.357848,869,43.689211,-79.35438
Blaze Pizza,Pizzeria,43.656609,-79.380128,130,43.656927,-79.378497
Hokkaido Ramen Santouka,Ramen Restaurant,43.656294,-79.377506,91,43.656927,-79.378497
Banh Mi Boys,Australian Restaurant,43.659283,-79.381956,382,43.656927,-79.378497
Five Guys Burgers & Fries,Restaurant,43.65711,-79.380956,190,43.656927,-79.378497
Chipotle Mexican Grill,Fast Food Restaurant,43.656829,-79.380958,194,43.656927,-79.378497
Kinka Izakaya,Japanese Restaurant,43.660458,-79.378917,408,43.656927,-79.378497
The Queen and Beaver Public House,Bar,43.65738,-79.38343,408,43.656927,-79.378497
Richmond Station,American Restaurant,43.65151,-79.379223,598,43.656927,-79.378497
Trattoria Mercatto,Restaurant,43.654458,-79.381142,339,43.656927,-79.378497
Kabul Express,Fast Food Restaurant,43.656818,-79.376468,151,43.656927,-79.378497
Booster Juice,Diner,43.65266,-79.378845,474,43.656927,-79.378497
JOEY Eaton Centre,New American Restaurant,43.655861,-79.381926,287,43.656927,-79.378497
Tim Hortons,"Cafe, Coffee, and Tea House",43.658539,-79.385251,563,43.656927,-79.378497
Golden Greek,Diner,43.662146,-79.377315,607,43.656927,-79.378497
Dineen Coffee Co,Café,43.651132,-79.379023,714,43.656927,-79.378497
Balzacs Coffee,Café,43.658008,-79.379415,117,43.656927,-79.378497
Terroni,Pizzeria,43.650818,-79.375607,706,43.656927,-79.378497
Leña Restaurante,South American Restaurant,43.651907,-79.379941,581,43.656927,-79.378497
Hair of the Dog,Gay Bar,43.66299,-79.3796,662,43.656927,-79.378497
Beer Bistro,Bistro,43.649463,-79.377261,840,43.656927,-79.378497
Paramount Fine Foods,Lebanese Restaurant,43.655035,-79.380158,253,43.656927,-79.378497
Cactus Club Cafe,American Restaurant,43.64952,-79.381898,858,43.656927,-79.378497
CRAFT Beer Market Toronto,Beer Bar,43.6502,-79.37794,761,43.656927,-79.378497
Churchmouse & Firkin,Pub,43.66457,-79.380272,869,43.656927,-79.378497
The Keg Steakhouse + Bar,Steakhouse,43.650038,-79.384038,893,43.656927,-79.378497
Sukho Thai,Thai Restaurant,43.648593,-79.374552,990,43.656927,-79.378497
Lebanon Express,Falafel Restaurant,43.661025,-79.382701,577,43.656927,-79.378497
Estiatorio Volos,Greek Restaurant,43.650213,-79.38472,879,43.656927,-79.378497
The 3 Brewers,Beer Bar,43.655472,-79.380321,223,43.656927,-79.378497
Nando's Peri-Peri,Portuguese Restaurant,43.661815,-79.386521,829,43.656927,-79.378497
Jack Astor's,Restaurant,43.656641,-79.38046,178,43.656927,-79.378497
Woody's,Gay Bar,43.664459,-79.380255,842,43.656927,-79.378497
King Taps,Gastropub,43.648972,-79.381718,981,43.656927,-79.378497
Chew Chew's Diner,Diner,43.663454,-79.372426,887,43.656927,-79.378497
Bangkok Garden Restaurant,Thai Restaurant,43.657825,-79.382706,364,43.656927,-79.378497
Assembly Chef's Hall,Restaurant,43.65028,-79.383796,808,43.656927,-79.378497
The Blake House,Bar,43.66468,-79.377204,842,43.656927,-79.378497
Imperial Pub,Beer Bar,43.656317,-79.378726,83,43.656927,-79.378497
Fran's Restaurant,Diner,43.654436,-79.379128,300,43.656927,-79.378497
W Burger Bar,Burger Joint,43.661409,-79.383604,636,43.656927,-79.378497
Ruth's Chris Steak House,Steakhouse,43.649865,-79.385646,971,43.656927,-79.378497
The Works Gourmet Burger Bistro,Restaurant,43.648776,-79.374347,974,43.656927,-79.378497
Ginger,Diner,43.665411,-79.381061,957,43.656927,-79.378497
Cantina Mercatto,Italian Restaurant,43.64821,-79.376735,981,43.656927,-79.378497
Fran's Restaurant,Diner,43.661317,-79.384103,647,43.656927,-79.378497
Score on King,Sports Bar,43.649867,-79.374007,872,43.656927,-79.378497
King Place,Arts and Entertainment,43.657983,-79.371229,627,43.656927,-79.378497
Yonge Street Warehouse,Bar,43.657507,-79.381673,251,43.656927,-79.378497
Mast Coffee,Café,43.655187,-79.375741,304,43.656927,-79.378497
O'Grady's Restaurant,Bar,43.664491,-79.380587,867,43.656927,-79.378497
Kinka Izakaya,Japanese Restaurant,43.660458,-79.378917,585,43.658295,-79.372346
House on Parliament,Bar,43.663671,-79.367878,695,43.658295,-79.372346
Blaze Pizza,Pizzeria,43.656609,-79.380128,647,43.658295,-79.372346
Banh Mi Boys,Australian Restaurant,43.659283,-79.381956,779,43.658295,-79.372346
Hokkaido Ramen Santouka,Ramen Restaurant,43.656294,-79.377506,469,43.658295,-79.372346
Golden Greek,Diner,43.662146,-79.377315,607,43.658295,-79.372346
Gyu-Kaku BBQ,Japanese Restaurant,43.651596,-79.374936,774,43.658295,-79.372346
Rooster Coffee House,Coffee Shop,43.651731,-79.365327,893,43.658295,-79.372346
Neo Coffee Bar,Café,43.650673,-79.369086,879,43.658295,-79.372346
Richmond Station,American Restaurant,43.65151,-79.379223,931,43.658295,-79.372346
Chew Chew's Diner,Diner,43.663454,-79.372426,578,43.658295,-79.372346
Terroni,Pizzeria,43.650818,-79.375607,859,43.658295,-79.372346
